text,crowdflower_detail,annotator_vote,annotator_num,negative_crowdflower,negative_self_label,distortion_yn,quote,magnitude,distortion.category,Positive,Negative,userid
"Delegates from the original states formed the Contented Congress. Thomas Jefferson, Virgin, and Benjamin Franklin were two singers of the Declaration of Independence. Franklin discovered electricity by rubbing two cats backward and declared, /A horse divided against itself cannot stand./"" Franklin died in and is still dead.""",mixed,0,3,yes,No,no,,NA,,1,-3,b4d522888bedf4d3f50119d3f49aaddd
"Delegates from the original states formed the Contented Congress. Thomas Jefferson, Virgin, and Benjamin Franklin were two singers of the Declaration of Independence. Franklin discovered electricity by rubbing two cats backward and declared, /A horse divided against itself cannot stand./"" Franklin died in and is still dead.""",yes,3,3,yes,No,no,,NA,,1,-3,b4d522888bedf4d3f50119d3f49aaddd
"Delegates from the original states formed the Contented Congress. Thomas Jefferson, Virgin, and Benjamin Franklin were two singers of the Declaration of Independence. Franklin discovered electricity by rubbing two cats backward and declared, /A horse divided against itself cannot stand./"" Franklin died in and is still dead.""",no,0,3,yes,No,no,,NA,,1,-3,b4d522888bedf4d3f50119d3f49aaddd
"Delicious Blueberry Muffin for breakfast :) Work at , gotta clean my room and my car, then grocery shopping. Fun filled day if do say so myself :p",yes,3,3,yes,No,no,,NA,,2,-1,c0289bdb4cd4eda90653b2c84af61e03
"Delicious Blueberry Muffin for breakfast :) Work at , gotta clean my room and my car, then grocery shopping. Fun filled day if do say so myself :p",no,0,3,yes,No,no,,NA,,2,-1,c0289bdb4cd4eda90653b2c84af61e03
"Delicious Blueberry Muffin for breakfast :) Work at , gotta clean my room and my car, then grocery shopping. Fun filled day if do say so myself :p",mixed,0,3,yes,No,no,,NA,,2,-1,c0289bdb4cd4eda90653b2c84af61e03
Did anyone else know that Iran banned the mullet? That's the one thing they've done that actually agree with.,mixed,0,3,yes,No,no,,NA,,1,-1,ab46b30d5f936aa0c0749b9fc45db42f
Did anyone else know that Iran banned the mullet? That's the one thing they've done that actually agree with.,no,0,3,yes,No,no,,NA,,1,-1,ab46b30d5f936aa0c0749b9fc45db42f
Did anyone else know that Iran banned the mullet? That's the one thing they've done that actually agree with.,yes,3,3,yes,No,no,,NA,,1,-1,ab46b30d5f936aa0c0749b9fc45db42f
Did anyone else read Catcher In The Rye with the voice of Woody Allen narrating? ...Morgan Freeman would be so much better.,mixed,0,3,no,No,no,,NA,,2,-1,30a277c368cd776e50dab73b9b16fc88
Did anyone else read Catcher In The Rye with the voice of Woody Allen narrating? ...Morgan Freeman would be so much better.,yes,1,3,no,No,no,,NA,,2,-1,30a277c368cd776e50dab73b9b16fc88
Did anyone else read Catcher In The Rye with the voice of Woody Allen narrating? ...Morgan Freeman would be so much better.,no,2,3,no,No,no,,NA,,2,-1,30a277c368cd776e50dab73b9b16fc88
"did lots of stuff today. got to meet cassie's boyfriend, got to see candi and her kid kaden, celebrated candi's and my dad's birthday, screwed around with my brother, and got annoyed by my sister. Still feels like im missing something... but that was my d",yes,3,3,yes,yes,no,,2,,2,-3,dbd7fba7e17bf39251d01d88dd758c34
"did lots of stuff today. got to meet cassie's boyfriend, got to see candi and her kid kaden, celebrated candi's and my dad's birthday, screwed around with my brother, and got annoyed by my sister. Still feels like im missing something... but that was my d",no,0,3,yes,yes,no,,2,,2,-3,dbd7fba7e17bf39251d01d88dd758c34
"did lots of stuff today. got to meet cassie's boyfriend, got to see candi and her kid kaden, celebrated candi's and my dad's birthday, screwed around with my brother, and got annoyed by my sister. Still feels like im missing something... but that was my d",mixed,0,3,yes,yes,no,,2,,2,-3,dbd7fba7e17bf39251d01d88dd758c34
Did you forget That was even alive Did you forget Everything we ever had Did you forget Did you forget About me Did you regret Ever standing by my side Did you forget What we were feeling inside Now I'm left to forget About us,mixed,0,3,yes,No,no,,NA,,1,-2,cd86d1e6d68c3770eaec0db419dceb2f
Did you forget That was even alive Did you forget Everything we ever had Did you forget Did you forget About me Did you regret Ever standing by my side Did you forget What we were feeling inside Now I'm left to forget About us,yes,3,3,yes,No,no,,NA,,1,-2,cd86d1e6d68c3770eaec0db419dceb2f
Did you forget That was even alive Did you forget Everything we ever had Did you forget Did you forget About me Did you regret Ever standing by my side Did you forget What we were feeling inside Now I'm left to forget About us,no,0,3,yes,No,no,,NA,,1,-2,cd86d1e6d68c3770eaec0db419dceb2f
Did you know?: 'Fanta' was created and distributed in Germany by Coca-Cola during WW so Coke could continue making profit in Nazi Germany while still maintaining an all American image in the US.,no,0,3,yes,No,no,,NA,,2,-1,d5e8a963a3a0a885e1050d89f6ddd476
Did you know?: 'Fanta' was created and distributed in Germany by Coca-Cola during WW so Coke could continue making profit in Nazi Germany while still maintaining an all American image in the US.,yes,3,3,yes,No,no,,NA,,2,-1,d5e8a963a3a0a885e1050d89f6ddd476
Did you know?: 'Fanta' was created and distributed in Germany by Coca-Cola during WW so Coke could continue making profit in Nazi Germany while still maintaining an all American image in the US.,mixed,0,3,yes,No,no,,NA,,2,-1,d5e8a963a3a0a885e1050d89f6ddd476
Didn't expect that Electronics Expo would be so exhausting .... had to rest and eat after going through one area ... and there were more,yes,1,3,no,yes,no,,2,,1,-2,6bfd37c25ce5f065b34924d28c088e91
Didn't expect that Electronics Expo would be so exhausting .... had to rest and eat after going through one area ... and there were more,mixed,0,3,no,yes,no,,2,,1,-2,6bfd37c25ce5f065b34924d28c088e91
Didn't expect that Electronics Expo would be so exhausting .... had to rest and eat after going through one area ... and there were more,no,2,3,no,yes,no,,2,,1,-2,6bfd37c25ce5f065b34924d28c088e91
"Dim TV well soon had to give days notice, but Virgin dropped the charges for all my other services too, as long as stay with them for months.",no,2,3,no,No,no,,NA,,1,-2,2549774d68d7ccbcba069afb45c7e237
"Dim TV well soon had to give days notice, but Virgin dropped the charges for all my other services too, as long as stay with them for months.",mixed,0,3,no,No,no,,NA,,1,-2,2549774d68d7ccbcba069afb45c7e237
"Dim TV well soon had to give days notice, but Virgin dropped the charges for all my other services too, as long as stay with them for months.",yes,1,3,no,No,no,,NA,,1,-2,2549774d68d7ccbcba069afb45c7e237
"do know??? The Bermuda Triangle used to be the Bermuda Square, until Rajinikanth kicked one of the corners off.",no,0,3,yes,No,no,,NA,,1,-2,87ab3ba2cf5dd6ef4f4807a754dd968b
"do know??? The Bermuda Triangle used to be the Bermuda Square, until Rajinikanth kicked one of the corners off.",mixed,0,3,yes,No,no,,NA,,1,-2,87ab3ba2cf5dd6ef4f4807a754dd968b
"do know??? The Bermuda Triangle used to be the Bermuda Square, until Rajinikanth kicked one of the corners off.",yes,3,3,yes,No,no,,NA,,1,-2,87ab3ba2cf5dd6ef4f4807a754dd968b
"Doctor Foster went to Gloucester, good thing too as i plan on kidney transplant up there when i'm getting ruined with the lads",no,1,3,yes,No,no,,NA,,3,-2,cd35474fa3c10b9a5eb16c1e7d825fcc
"Doctor Foster went to Gloucester, good thing too as i plan on kidney transplant up there when i'm getting ruined with the lads",yes,2,3,yes,No,no,,NA,,3,-2,cd35474fa3c10b9a5eb16c1e7d825fcc
"Doctor Foster went to Gloucester, good thing too as i plan on kidney transplant up there when i'm getting ruined with the lads",mixed,0,3,yes,No,no,,NA,,3,-2,cd35474fa3c10b9a5eb16c1e7d825fcc
"does anybody wanna talk about spirituality right now in the middle of the night? lol. my brain is working too much, can't sleep...",mixed,0,3,yes,No,no,,NA,,2,-1,5f86969fe97dd82aba8a683fe7ce6460
"does anybody wanna talk about spirituality right now in the middle of the night? lol. my brain is working too much, can't sleep...",no,1,3,yes,No,no,,NA,,2,-1,5f86969fe97dd82aba8a683fe7ce6460
"does anybody wanna talk about spirituality right now in the middle of the night? lol. my brain is working too much, can't sleep...",yes,2,3,yes,No,no,,NA,,2,-1,5f86969fe97dd82aba8a683fe7ce6460
Does anyone know much about the cheap manc to london bus's? trying to work out the cheapest way to get to reading and back,no,0,3,yes,No,no,,NA,,1,-2,a79d99cb1fe61ceea2737bb7fa6f9c53
Does anyone know much about the cheap manc to london bus's? trying to work out the cheapest way to get to reading and back,mixed,0,3,yes,No,no,,NA,,1,-2,a79d99cb1fe61ceea2737bb7fa6f9c53
Does anyone know much about the cheap manc to london bus's? trying to work out the cheapest way to get to reading and back,yes,3,3,yes,No,no,,NA,,1,-2,a79d99cb1fe61ceea2737bb7fa6f9c53
Doesn't see why everyone is so butthurt over petty useless drivel? Should probably act your age instead of ranting around like year old..,no,0,3,yes,yes,no,,3,,2,-3,216924ec52555944d3d64c52390b359f
Doesn't see why everyone is so butthurt over petty useless drivel? Should probably act your age instead of ranting around like year old..,yes,3,3,yes,yes,no,,3,,2,-3,216924ec52555944d3d64c52390b359f
Doesn't see why everyone is so butthurt over petty useless drivel? Should probably act your age instead of ranting around like year old..,mixed,0,3,yes,yes,no,,3,,2,-3,216924ec52555944d3d64c52390b359f
Don't you hate it when your watching movie and you pick favorite character and then not even minutes later he dies? Happened to me at least times -.-,mixed,0,3,yes,yes,no,,3,,2,-4,6262f9ea246e00408561aa9a73c49175
Don't you hate it when your watching movie and you pick favorite character and then not even minutes later he dies? Happened to me at least times -.-,yes,3,3,yes,yes,no,,3,,2,-4,6262f9ea246e00408561aa9a73c49175
Don't you hate it when your watching movie and you pick favorite character and then not even minutes later he dies? Happened to me at least times -.-,no,0,3,yes,yes,no,,3,,2,-4,6262f9ea246e00408561aa9a73c49175
"don't you just loooove it when you comment on status and the person who was previously replying, doesn't reply? Ohhhh good times... NOT.",mixed,0,3,yes,yes,no,,3,,3,-1,968157017daec34ee86050fe9bd72293
"don't you just loooove it when you comment on status and the person who was previously replying, doesn't reply? Ohhhh good times... NOT.",no,1,3,yes,yes,no,,3,,3,-1,968157017daec34ee86050fe9bd72293
"don't you just loooove it when you comment on status and the person who was previously replying, doesn't reply? Ohhhh good times... NOT.",yes,2,3,yes,yes,no,,3,,3,-1,968157017daec34ee86050fe9bd72293
"Don't you just love it when you write really good lyric, and manage to put some chords with it? just wrote another one to add to 'Lilli's half-assed ukulele songs' :D",mixed,0,3,no,No,no,,NA,,4,-1,968157017daec34ee86050fe9bd72293
"Don't you just love it when you write really good lyric, and manage to put some chords with it? just wrote another one to add to 'Lilli's half-assed ukulele songs' :D",no,2,3,no,No,no,,NA,,4,-1,968157017daec34ee86050fe9bd72293
"Don't you just love it when you write really good lyric, and manage to put some chords with it? just wrote another one to add to 'Lilli's half-assed ukulele songs' :D",yes,1,3,no,No,no,,NA,,4,-1,968157017daec34ee86050fe9bd72293
"Eating sandwich with Marcos: Bun, Mayo, Turkey, Salami, Giant pickle slices (Marcos), Cheese, gummi worms, one jalapeno, spicy chipotle sauce, french dressing, lettuce and tomato. ULTIMATE SANDWICH",mixed,0,3,no,No,no,,NA,,1,-1,d5ddeaa8a60fb820a22cf1e62d092539
"Eating sandwich with Marcos: Bun, Mayo, Turkey, Salami, Giant pickle slices (Marcos), Cheese, gummi worms, one jalapeno, spicy chipotle sauce, french dressing, lettuce and tomato. ULTIMATE SANDWICH",yes,0,3,no,No,no,,NA,,1,-1,d5ddeaa8a60fb820a22cf1e62d092539
"Eating sandwich with Marcos: Bun, Mayo, Turkey, Salami, Giant pickle slices (Marcos), Cheese, gummi worms, one jalapeno, spicy chipotle sauce, french dressing, lettuce and tomato. ULTIMATE SANDWICH",no,3,3,no,No,no,,NA,,1,-1,d5ddeaa8a60fb820a22cf1e62d092539
Economist's definition of Ph.D. student: one who foregoes current income in order to forego future income,no,2,3,no,No,no,,NA,,1,-1,dc9d8b2d0083cf18e8e1d16afc4e5395
Economist's definition of Ph.D. student: one who foregoes current income in order to forego future income,mixed,0,3,no,No,no,,NA,,1,-1,dc9d8b2d0083cf18e8e1d16afc4e5395
Economist's definition of Ph.D. student: one who foregoes current income in order to forego future income,yes,1,3,no,No,no,,NA,,1,-1,dc9d8b2d0083cf18e8e1d16afc4e5395
"Employers are just going to have to get over the fact that they will have to hire people who have little to no experience. If they don't, then when the experienced generation grows old and dies, no one will be able to take over their jobs because they didn't have any opportunity to learn how to do the jobs. So the global economy will be obliterated and humanity will be thrust back into the Dark Ages.",yes,2,3,yes,No,no,,NA,,1,-2,cea00424ced413c108d878b1a14f3316
"Employers are just going to have to get over the fact that they will have to hire people who have little to no experience. If they don't, then when the experienced generation grows old and dies, no one will be able to take over their jobs because they didn't have any opportunity to learn how to do the jobs. So the global economy will be obliterated and humanity will be thrust back into the Dark Ages.",no,1,3,yes,No,no,,NA,,1,-2,cea00424ced413c108d878b1a14f3316
"Employers are just going to have to get over the fact that they will have to hire people who have little to no experience. If they don't, then when the experienced generation grows old and dies, no one will be able to take over their jobs because they didn't have any opportunity to learn how to do the jobs. So the global economy will be obliterated and humanity will be thrust back into the Dark Ages.",mixed,0,3,yes,No,no,,NA,,1,-2,cea00424ced413c108d878b1a14f3316
"Enjoying Beetles.. music like sea spray drops, crashing against the wet thirsty rocks!! .. all in slowmo..",mixed,0,3,yes,No,no,,NA,,3,-2,66e63156182f797069f4aa553ca4289d
"Enjoying Beetles.. music like sea spray drops, crashing against the wet thirsty rocks!! .. all in slowmo..",no,1,3,yes,No,no,,NA,,3,-2,66e63156182f797069f4aa553ca4289d
"Enjoying Beetles.. music like sea spray drops, crashing against the wet thirsty rocks!! .. all in slowmo..",yes,2,3,yes,No,no,,NA,,3,-2,66e63156182f797069f4aa553ca4289d
Erin turns on Friday! Party is Saturday afternoon- hope to see some of you there! If you haven't rsvp'ed please do so we know how much food to get. ~ days till PALS!,no,3,3,no,No,no,,NA,,4,-1,29cda473b52e1c75fbfe958ed3aec565
Erin turns on Friday! Party is Saturday afternoon- hope to see some of you there! If you haven't rsvp'ed please do so we know how much food to get. ~ days till PALS!,mixed,0,3,no,No,no,,NA,,4,-1,29cda473b52e1c75fbfe958ed3aec565
Erin turns on Friday! Party is Saturday afternoon- hope to see some of you there! If you haven't rsvp'ed please do so we know how much food to get. ~ days till PALS!,yes,0,3,no,No,no,,NA,,4,-1,29cda473b52e1c75fbfe958ed3aec565
"Errr. French writing assessment tomorrow, solo performance in two weeks, music works assessment to finish, two dances to learn, physics. This term is going to be FUUUUUN.",yes,3,3,yes,yes,no,,1,,3,-1,968157017daec34ee86050fe9bd72293
"Errr. French writing assessment tomorrow, solo performance in two weeks, music works assessment to finish, two dances to learn, physics. This term is going to be FUUUUUN.",mixed,0,3,yes,yes,no,,1,,3,-1,968157017daec34ee86050fe9bd72293
"Errr. French writing assessment tomorrow, solo performance in two weeks, music works assessment to finish, two dances to learn, physics. This term is going to be FUUUUUN.",no,0,3,yes,yes,no,,1,,3,-1,968157017daec34ee86050fe9bd72293
"Especially thankful for this cocktail after one of the longest days at work. Nothing went wrong, but time crept along in such way that looking at the clock was torture.",yes,1,3,no,yes,no,,2,,3,-4,0e3fdb89c7706b13891170ab2a9017c7
"Especially thankful for this cocktail after one of the longest days at work. Nothing went wrong, but time crept along in such way that looking at the clock was torture.",mixed,0,3,no,yes,no,,2,,3,-4,0e3fdb89c7706b13891170ab2a9017c7
